"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.ID","Gene.Name"
"ENSMUSG00000038172",853.505968224763,-0.0527688612436029,0.24647468712887,-0.214094444578856,0.830473407946589,0.982294039425195,"ENSMUSG00000038172","Ttc39b"
"ENSMUSG00000038174",191.955100403571,0.571475089358208,0.273517159465172,2.08935735686805,0.0366755668247896,0.391954307320749,"ENSMUSG00000038174","Fam126b"
"ENSMUSG00000038175",46.8980972788949,0.195427955351349,0.496443593871351,0.393655911293705,0.693835096045383,0.965307188848027,"ENSMUSG00000038175","Mylip"
"ENSMUSG00000038178",25.9567873357323,0.0171762801324492,0.86805176089688,0.0197871612111039,0.984213159749126,0.996545844597266,"ENSMUSG00000038178","Slc43a2"
"ENSMUSG00000038179",7.922790661708,-0.744553036255294,1.28888569124449,-0.577671892327696,0.56348565925859,0.939623912738911,"ENSMUSG00000038179","Slamf7"
"ENSMUSG00000038180",4.04598238452774,4.45226395644841,1.91987571458081,2.31903759323323,0.0203929980429399,NA,"ENSMUSG00000038180","Spag4"
"ENSMUSG00000038181",40.2869230915035,0.0766136101496151,0.536104844533735,0.142907886266628,0.886362930165221,0.990012537124315,"ENSMUSG00000038181","Chpf2"
"ENSMUSG00000038187",90.2318765743636,0.321428112318271,0.426067543780026,0.754406471487113,0.450605186864016,0.908916683096289,"ENSMUSG00000038187","Btbd10"
"ENSMUSG00000038188",15.0632349490597,-0.570419966968167,1.16358781221653,-0.49022511320531,0.623974611947793,0.947909665227538,"ENSMUSG00000038188","Scarf1"
"ENSMUSG00000038193",2.59895633101679,3.64664613406442,2.57434352951127,1.41653438721783,0.156619103500108,NA,"ENSMUSG00000038193","Hand2"
"ENSMUSG00000038195",29.2337376502439,-0.81564730681501,0.599978796148608,-1.35946022101252,0.174000799432299,0.735504498855014,"ENSMUSG00000038195","Rilp"
"ENSMUSG00000038203",28.6455709599462,-1.37519780751614,1.05442734456561,-1.30421295938857,0.192160982492207,0.75627981650932,"ENSMUSG00000038203","Hoxa13"
"ENSMUSG00000038205",40.2629662294461,1.18435976061626,0.59702361489907,1.98377372529306,0.0472810704646522,0.440717435149249,"ENSMUSG00000038205","Prkab2"
"ENSMUSG00000038206",176.2114539933,-0.02280987179917,0.348020244730255,-0.0655417957563062,0.947742629653779,0.9936526729113,"ENSMUSG00000038206","Fbxo8"
"ENSMUSG00000038208",35.5513617812091,-0.650475193658449,0.626263532892059,-1.03866049912659,0.29896265823241,0.837722069363486,"ENSMUSG00000038208","Pgap3"
"ENSMUSG00000038210",2.43162632917129,-0.516783738917212,2.01480501345598,-0.256493176990252,0.79757004824591,NA,"ENSMUSG00000038210","Hoxa11"
"ENSMUSG00000038212",595.851888898884,0.320398012800066,0.175668785854245,1.82387560340916,0.0681708807385892,0.51524430324823,"ENSMUSG00000038212","Mfsd14b"
"ENSMUSG00000038213",92.8599478090791,-0.586414582074736,0.530913301276644,-1.10453925464785,0.26935928512546,0.827425591142696,"ENSMUSG00000038213","Tapbpl"
"ENSMUSG00000038214",22.9261415170567,-0.530292969171349,0.968931033014392,-0.547296919081621,0.584174760154021,0.943293552024051,"ENSMUSG00000038214","Bend3"
"ENSMUSG00000038215",23.8391716070373,0.352120232731014,0.720050211578638,0.489021775244015,0.624826280690444,0.947909665227538,"ENSMUSG00000038215","Cep44"
"ENSMUSG00000038216",2.47299001243056,-3.67542476582349,2.62280013670033,-1.40133619576802,0.161113562198096,NA,"ENSMUSG00000038216","Pnmt"
"ENSMUSG00000038217",22.7393408847598,0.363361629313031,0.710916335857369,0.511117287626841,0.609268931365032,0.947909665227538,"ENSMUSG00000038217","Tlcd2"
"ENSMUSG00000038225",62.845256361926,-0.43797867454166,0.458937512747485,-0.95433182595959,0.339915703019897,0.859951925752665,"ENSMUSG00000038225","Primpol"
"ENSMUSG00000038227",136.853413431125,-1.19322220569463,0.621461740408596,-1.92002520526865,0.0548547157285146,0.473322105982964,"ENSMUSG00000038227","Hoxa9"
"ENSMUSG00000038233",3.59184168393085,5.32701386816209,2.24129926393482,2.37675260679379,0.0174657978227756,NA,"ENSMUSG00000038233","Gask1a"
"ENSMUSG00000038235",751.547295782409,0.228524445835971,0.204924215796648,1.11516564768872,0.264779443938954,0.822407202669384,"ENSMUSG00000038235","F11r"
"ENSMUSG00000038236",60.7558340675,-0.563655682897002,0.574332299292349,-0.981410384879099,0.326390407048199,0.853093619239189,"ENSMUSG00000038236","Hoxa7"
"ENSMUSG00000038239",25.5708499616513,0.511298034437925,0.693068965006994,0.737730385074687,0.460678303961841,0.911541884848868,"ENSMUSG00000038239","Hrc"
"ENSMUSG00000038240",95.1924822362669,0.00418276473311612,0.366436508260522,0.0114147052458603,0.990892580694594,0.9985094789981,"ENSMUSG00000038240","Pdss2"
