"Gene.Name","Gene.ID.x","log2FoldChange","padj","Gene.ID.y","atlas_log2FC","direction_R","direction_ATLAS","match"
"Hint1","ENSMUSG00000020267",-0.0899339952903332,0.958719993972957,"ENSMUSG00000020267",-0.1,"Down","Down",TRUE
"Hint3","ENSMUSG00000019791",-0.8149790718806,0.0795666420801299,"ENSMUSG00000019791",-0.8,"Down","Down",TRUE
"Hipk1","ENSMUSG00000008730",-0.27332697212435,0.718391259963812,"ENSMUSG00000008730",-0.3,"Down","Down",TRUE
"Hipk2","ENSMUSG00000061436",-0.431028387738678,0.522144753455771,"ENSMUSG00000061436",-0.4,"Down","Down",TRUE
"Hipk3","ENSMUSG00000027177",0.143425711196804,0.909318180865807,"ENSMUSG00000027177",0.1,"Up","Up",TRUE
"Hivep1","ENSMUSG00000021366",-0.211135383195081,0.906215261419208,"ENSMUSG00000021366",-0.2,"Down","Down",TRUE
"Hivep3","ENSMUSG00000028634",-0.262027484453379,0.953397075596109,"ENSMUSG00000028634",-0.2,"Down","Down",TRUE
"Hjurp","ENSMUSG00000044783",-0.462994776506534,0.645864783473687,"ENSMUSG00000044783",-0.5,"Down","Down",TRUE
"Hk1","ENSMUSG00000037012",0.0703848765755374,0.969067654531299,"ENSMUSG00000037012",0.1,"Up","Up",TRUE
"Hkdc1","ENSMUSG00000020080",-0.889522773924879,0.524800890738353,"ENSMUSG00000020080",-0.8,"Down","Down",TRUE
"Hlcs","ENSMUSG00000040820",0.160133132437832,0.963788928668697,"ENSMUSG00000040820",0.1,"Up","Up",TRUE
"Hltf","ENSMUSG00000002428",0.233823740140704,0.937722395650228,"ENSMUSG00000002428",0.1,"Up","Up",TRUE
"Hmbox1","ENSMUSG00000021972",0.0867889296210077,0.975494814280898,"ENSMUSG00000021972",0.1,"Up","Up",TRUE
"Hmbs","ENSMUSG00000032126",1.00846096009675,0.657112721437537,"ENSMUSG00000032126",0.6,"Up","Up",TRUE
"Hmces","ENSMUSG00000030060",1.39804770677087,0.292111038742805,"ENSMUSG00000030060",0.9,"Up","Up",TRUE
"Hmcn2","ENSMUSG00000055632",-0.722308944624916,0.854491549435215,"ENSMUSG00000055632",-0.5,"Down","Down",TRUE
"Hmg20a","ENSMUSG00000032329",-0.437080632933768,0.816881066464698,"ENSMUSG00000032329",-0.3,"Down","Down",TRUE
"Hmg20b","ENSMUSG00000020232",0.113102637758911,0.975494814280898,"ENSMUSG00000020232",0.1,"Up","Up",TRUE
"Hmga1","ENSMUSG00000046711",-0.237178606788718,0.944202243504419,"ENSMUSG00000046711",-0.2,"Down","Down",TRUE
"Hmga2","ENSMUSG00000056758",-1.5496809965868,0.685313583342963,"ENSMUSG00000056758",-0.7,"Down","Down",TRUE
"Hmgb3","ENSMUSG00000015217",0.335434168181881,0.960580115759751,"ENSMUSG00000015217",0.2,"Up","Up",TRUE
"Hmgcl","ENSMUSG00000028672",0.0624259790732676,0.980388620275529,"ENSMUSG00000028672",0.1,"Up","Up",TRUE
"Hmgcll1","ENSMUSG00000007908",1.54899842414466,0.0482919199328365,"ENSMUSG00000007908",1.2,"Up","Up",TRUE
"Hmgcr","ENSMUSG00000021670",0.365505143330033,0.514322352749597,"ENSMUSG00000021670",0.4,"Up","Up",TRUE
"Hmgcs1","ENSMUSG00000093930",0.396661076736198,0.499731647914524,"ENSMUSG00000093930",0.4,"Up","Up",TRUE
"Hmgcs2","ENSMUSG00000027875",-1.26960639243912,0.506087598548844,"ENSMUSG00000027875",-1.3,"Down","Down",TRUE
"Hmgn1","ENSMUSG00000040681",0.445457134642585,0.862217825235605,"ENSMUSG00000040681",0.4,"Up","Up",TRUE
"Hmgn5","ENSMUSG00000031245",0.753303395209219,0.74834355124474,"ENSMUSG00000031245",0.5,"Up","Up",TRUE
"Hmgxb3","ENSMUSG00000024622",-0.276979491596256,0.908916683096289,"ENSMUSG00000024622",-0.3,"Down","Down",TRUE
"Hmgxb4","ENSMUSG00000034518",-0.786723368386194,0.540550734653175,"ENSMUSG00000034518",-0.6,"Down","Down",TRUE
"Hmmr","ENSMUSG00000020330",0.0583646853117847,0.992809839872365,"ENSMUSG00000020330",0.1,"Up","Up",TRUE
"Hmox1","ENSMUSG00000005413",1.45370576529521,0.48623778829767,"ENSMUSG00000005413",0.8,"Up","Up",TRUE
"Hmox2","ENSMUSG00000004070",0.11872271112953,0.984630289999185,"ENSMUSG00000004070",0.1,"Up","Up",TRUE
"Hnf1a","ENSMUSG00000029556",-0.281777470764656,0.942334189951563,"ENSMUSG00000029556",-0.3,"Down","Down",TRUE
"Hnf1b","ENSMUSG00000020679",-0.397420157706594,0.906258782475275,"ENSMUSG00000020679",-0.3,"Down","Down",TRUE
"Hnf4a","ENSMUSG00000017950",-0.166385378031954,0.794964275671982,"ENSMUSG00000017950",-0.2,"Down","Down",TRUE
"Hnf4g","ENSMUSG00000017688",0.323320734485686,0.88851843383969,"ENSMUSG00000017688",0.2,"Up","Up",TRUE
"Hnrnpa0","ENSMUSG00000007836",0.292280439558072,0.837611775214489,"ENSMUSG00000007836",0.3,"Up","Up",TRUE
"Hnrnpa1","ENSMUSG00000046434",-0.693945116537991,0.345935551290477,"ENSMUSG00000046434",-0.6,"Down","Down",TRUE
"Hnrnpa2b1","ENSMUSG00000004980",-0.219063927516506,0.740517072677761,"ENSMUSG00000004980",-0.2,"Down","Down",TRUE
"Hnrnpa3","ENSMUSG00000059005",0.109494293364118,0.977789657841989,"ENSMUSG00000059005",0.1,"Up","Up",TRUE
"Hnrnpab","ENSMUSG00000020358",0.164385439740817,0.91878202174401,"ENSMUSG00000020358",0.2,"Up","Up",TRUE
"Hnrnpc","ENSMUSG00000060373",0.085163220478653,0.96899923799622,"ENSMUSG00000060373",0.1,"Up","Up",TRUE
"Hnrnpd","ENSMUSG00000000568",-0.136063896137287,0.947110071852219,"ENSMUSG00000000568",-0.1,"Down","Down",TRUE
"Hnrnpdl","ENSMUSG00000029328",-0.517969549459184,0.416933032045654,"ENSMUSG00000029328",-0.5,"Down","Down",TRUE
"Hnrnpf","ENSMUSG00000042079",0.0656083260404206,0.984659097844783,"ENSMUSG00000042079",0.1,"Up","Up",TRUE
"Hnrnph1","ENSMUSG00000007850",-0.100809682473913,0.947909665227538,"ENSMUSG00000007850",-0.1,"Down","Down",TRUE
"Hnrnph2","ENSMUSG00000045427",0.282600521250296,0.840311938484119,"ENSMUSG00000045427",0.3,"Up","Up",TRUE
"Hnrnph3","ENSMUSG00000020069",-0.993395702808873,0.748551388037743,"ENSMUSG00000020069",-0.7,"Down","Down",TRUE
"Hnrnpk","ENSMUSG00000021546",0.118548795270547,0.924833382122944,"ENSMUSG00000021546",0.1,"Up","Up",TRUE
"Hnrnpll","ENSMUSG00000024095",0.152312068747493,0.927543585114107,"ENSMUSG00000024095",0.2,"Up","Up",TRUE
"Hnrnpr","ENSMUSG00000066037",-0.198972008149822,0.900613547833964,"ENSMUSG00000066037",-0.2,"Down","Down",TRUE
"Hnrnpul1","ENSMUSG00000040725",0.108679558454555,0.947909665227538,"ENSMUSG00000040725",0.1,"Up","Up",TRUE
"Homer2","ENSMUSG00000025813",-0.746756383112534,0.790211552347074,"ENSMUSG00000025813",-0.5,"Down","Down",TRUE
"Homez","ENSMUSG00000057156",0.232897197763709,0.974930164478421,"ENSMUSG00000057156",0.1,"Up","Up",TRUE
"Hoxa10","ENSMUSG00000000938",-1.6420187664916,0.00145633613277855,"ENSMUSG00000000938",-1.4,"Down","Down",TRUE
"Hoxa13","ENSMUSG00000038203",-1.37519780751614,0.75627981650932,"ENSMUSG00000038203",-0.7,"Down","Down",TRUE
"Hoxa3","ENSMUSG00000079560",-0.601956553435102,0.763749244430104,"ENSMUSG00000079560",-0.5,"Down","Down",TRUE
"Hoxa5","ENSMUSG00000038253",-1.32670372056522,0.647842061524585,"ENSMUSG00000038253",-0.7,"Down","Down",TRUE
"Hoxa7","ENSMUSG00000038236",-0.563655682897002,0.853093619239189,"ENSMUSG00000038236",-0.5,"Down","Down",TRUE
"Hoxa9","ENSMUSG00000038227",-1.19322220569463,0.473322105982964,"ENSMUSG00000038227",-0.6,"Down","Down",TRUE
"Hoxaas3","ENSMUSG00000085696",-0.213712382222968,0.974930164478421,"ENSMUSG00000085696",-0.1,"Down","Down",TRUE
"Hoxb3","ENSMUSG00000048763",-0.792910814460005,0.746005726828288,"ENSMUSG00000048763",-0.5,"Down","Down",TRUE
"Hoxb4","ENSMUSG00000038692",-0.765828692898083,0.684231667974008,"ENSMUSG00000038692",-0.5,"Down","Down",TRUE
"Hoxb5","ENSMUSG00000038700",-1.02392366843358,0.208436057589901,"ENSMUSG00000038700",-0.8,"Down","Down",TRUE
"Hoxb6","ENSMUSG00000000690",-0.436988250989453,0.791479864433815,"ENSMUSG00000000690",-0.3,"Down","Down",TRUE
"Hoxb7","ENSMUSG00000038721",-0.084756365992027,0.991084263115069,"ENSMUSG00000038721",-0.1,"Down","Down",TRUE
"Hoxb8","ENSMUSG00000056648",-1.37530860698593,0.428325316249093,"ENSMUSG00000056648",-0.8,"Down","Down",TRUE
"Hoxb9","ENSMUSG00000020875",-0.882474132602201,0.508540063855303,"ENSMUSG00000020875",-0.7,"Down","Down",TRUE
"Hoxd8","ENSMUSG00000027102",2.05699787216831,0.0379706409059184,"ENSMUSG00000027102",1.3,"Up","Up",TRUE
"Hoxd9","ENSMUSG00000043342",1.58937065825159,0.692605984749274,"ENSMUSG00000043342",1,"Up","Up",TRUE
"Hp1bp3","ENSMUSG00000028759",-0.243019466830148,0.839188111382669,"ENSMUSG00000028759",-0.2,"Down","Down",TRUE
"Hpcal1","ENSMUSG00000071379",0.212925357246033,0.90799043459925,"ENSMUSG00000071379",0.2,"Up","Up",TRUE
"Hpcal4","ENSMUSG00000046093",0.599082823880763,0.88809966915228,"ENSMUSG00000046093",0.4,"Up","Up",TRUE
"Hpf1","ENSMUSG00000038005",0.383842859237469,0.837611775214489,"ENSMUSG00000038005",0.3,"Up","Up",TRUE
"Hpgd","ENSMUSG00000031613",-0.269795329580956,0.884079257470504,"ENSMUSG00000031613",-0.3,"Down","Down",TRUE
"Hprt","ENSMUSG00000025630",0.466959115419053,0.48623778829767,"ENSMUSG00000025630",0.5,"Up","Up",TRUE
"Hps1","ENSMUSG00000025188",-0.366426923002873,0.947909665227538,"ENSMUSG00000025188",-0.3,"Down","Down",TRUE
"Hps3","ENSMUSG00000027615",0.128057487233919,0.977789657841989,"ENSMUSG00000027615",0.1,"Up","Up",TRUE
"Hps4","ENSMUSG00000042328",0.102350336204066,0.985198823836541,"ENSMUSG00000042328",0.1,"Up","Up",TRUE
"Hps5","ENSMUSG00000014418",-0.971238076623184,0.0204482516316888,"ENSMUSG00000014418",-0.9,"Down","Down",TRUE
"Hr","ENSMUSG00000022096",-1.29260517594135,0.643913856607773,"ENSMUSG00000022096",-0.6,"Down","Down",TRUE
"Hras","ENSMUSG00000025499",-0.160035863731473,0.968381972361848,"ENSMUSG00000025499",-0.2,"Down","Down",TRUE
"Hrc","ENSMUSG00000038239",0.511298034437925,0.911541884848868,"ENSMUSG00000038239",0.3,"Up","Up",TRUE
"Hrh1","ENSMUSG00000053004",-0.825840905182321,0.379836580105849,"ENSMUSG00000053004",-0.7,"Down","Down",TRUE
"Hs1bp3","ENSMUSG00000020605",0.245177156825833,0.943898283213427,"ENSMUSG00000020605",0.2,"Up","Up",TRUE
"Hs2st1","ENSMUSG00000040151",0.367723981561473,0.898066220209725,"ENSMUSG00000040151",0.3,"Up","Up",TRUE
"Hs3st1","ENSMUSG00000051022",2.26752492790527,0.000643698221718911,"ENSMUSG00000051022",1.7,"Up","Up",TRUE
"Hs3st3b1","ENSMUSG00000070407",0.18281532866657,0.970169995287751,"ENSMUSG00000070407",0.1,"Up","Up",TRUE
"Hs6st1","ENSMUSG00000045216",0.149733157823873,0.947909665227538,"ENSMUSG00000045216",0.1,"Up","Up",TRUE
"Hsd11b2","ENSMUSG00000031891",0.0891523864222978,0.980388620275529,"ENSMUSG00000031891",0.1,"Up","Up",TRUE
"Hsd17b10","ENSMUSG00000025260",-0.489427968652934,0.830191367567659,"ENSMUSG00000025260",-0.4,"Down","Down",TRUE
"Hsd17b12","ENSMUSG00000027195",0.562487551105196,0.328096262256794,"ENSMUSG00000027195",0.5,"Up","Up",TRUE
"Hsd17b13","ENSMUSG00000034528",-1.59087839920533,0.936175834178223,"ENSMUSG00000034528",-0.3,"Down","Down",TRUE
"Hsd17b2","ENSMUSG00000031844",-0.797189355726415,0.081474068755119,"ENSMUSG00000031844",-0.8,"Down","Down",TRUE
"Hsd17b4","ENSMUSG00000024507",-0.433990459925928,0.389154092929504,"ENSMUSG00000024507",-0.4,"Down","Down",TRUE
"Hsd17b7","ENSMUSG00000026675",0.789921859800383,0.00869285763011204,"ENSMUSG00000026675",0.7,"Up","Up",TRUE
"Hsd3b2","ENSMUSG00000063730",-1.24138937796223,0.11258307703739,"ENSMUSG00000063730",-1,"Down","Down",TRUE
"Hsd3b3","ENSMUSG00000062410",-1.39673885387308,4.48851675060906e-06,"ENSMUSG00000062410",-1.3,"Down","Down",TRUE
"Hsdl1","ENSMUSG00000034189",-0.4003738516139,0.918328052827987,"ENSMUSG00000034189",-0.3,"Down","Down",TRUE
"Hsdl2","ENSMUSG00000028383",-0.520478234838267,0.681802896361734,"ENSMUSG00000028383",-0.4,"Down","Down",TRUE
"Hsf1","ENSMUSG00000022556",-0.083836639965185,0.990841903240076,"ENSMUSG00000022556",-0.2,"Down","Down",TRUE
"Hsf2","ENSMUSG00000019878",-0.350653385034489,0.940343913369928,"ENSMUSG00000019878",-0.2,"Down","Down",TRUE
"Hsp90aa1","ENSMUSG00000021270",0.200572409207215,0.913562450095515,"ENSMUSG00000021270",0.2,"Up","Up",TRUE
"Hsp90ab1","ENSMUSG00000023944",0.0954552401658652,0.958047108106821,"ENSMUSG00000023944",0.1,"Up","Up",TRUE
"Hsp90b1","ENSMUSG00000020048",0.0906171253821094,0.950916624723889,"ENSMUSG00000020048",0.1,"Up","Up",TRUE
"Hspa12a","ENSMUSG00000025092",-1.40825440567588,0.186139026789001,"ENSMUSG00000025092",-1.1,"Down","Down",TRUE
"Hspa13","ENSMUSG00000032932",-0.184316453094377,0.925878536768054,"ENSMUSG00000032932",-0.2,"Down","Down",TRUE
"Hspa14","ENSMUSG00000109865",0.499963870347976,0.829450385116596,"ENSMUSG00000109865",0.4,"Up","Up",TRUE
"Hspa1b","ENSMUSG00000090877",-0.365613263066678,0.973403827082454,"ENSMUSG00000090877",-0.2,"Down","Down",TRUE
"Hspa4","ENSMUSG00000020361",0.324658151511731,0.759519071547426,"ENSMUSG00000020361",0.3,"Up","Up",TRUE
"Hspa4l","ENSMUSG00000025757",0.39177324145815,0.571189778716881,"ENSMUSG00000025757",0.4,"Up","Up",TRUE
"Hspa5","ENSMUSG00000026864",0.218224670592744,0.837611775214489,"ENSMUSG00000026864",0.2,"Up","Up",TRUE
"Hspa8","ENSMUSG00000015656",0.364355393887217,0.288295895879389,"ENSMUSG00000015656",0.4,"Up","Up",TRUE
"Hspb11","ENSMUSG00000063172",0.983162531675317,0.764969748923396,"ENSMUSG00000063172",0.5,"Up","Up",TRUE
"Hspbap1","ENSMUSG00000022849",-0.390926697406709,0.929691645173928,"ENSMUSG00000022849",-0.3,"Down","Down",TRUE
"Hspbp1","ENSMUSG00000063802",-0.198554396311068,0.980388620275529,"ENSMUSG00000063802",-0.1,"Down","Down",TRUE
"Hspe1","ENSMUSG00000073676",0.104469588303592,0.980388620275529,"ENSMUSG00000073676",0.1,"Up","Up",TRUE
"Hspg2","ENSMUSG00000028763",1.05564551657074,0.147388471781036,"ENSMUSG00000028763",0.9,"Up","Up",TRUE
"Hsph1","ENSMUSG00000029657",0.256895750202129,0.911395303334419,"ENSMUSG00000029657",0.3,"Up","Up",TRUE
"Htatip2","ENSMUSG00000039745",0.480109408312393,0.588763551935935,"ENSMUSG00000039745",0.4,"Up","Up",TRUE
"Htr2b","ENSMUSG00000026228",-1.04870475371561,0.745704856521368,"ENSMUSG00000026228",-0.5,"Down","Down",TRUE
"Htr4","ENSMUSG00000026322",-1.18287924666535,0.728260970426082,"ENSMUSG00000026322",-0.6,"Down","Down",TRUE
"Htra1","ENSMUSG00000006205",0.727892116476284,0.685580139467452,"ENSMUSG00000006205",0.6,"Up","Up",TRUE
"Htra2","ENSMUSG00000068329",-0.218822651139017,0.968381972361848,"ENSMUSG00000068329",-0.2,"Down","Down",TRUE
"Htt","ENSMUSG00000029104",0.0587647182406104,0.980388620275529,"ENSMUSG00000029104",0.1,"Up","Up",TRUE
"Hunk","ENSMUSG00000053414",-0.510621000089377,0.826025859119235,"ENSMUSG00000053414",-0.4,"Down","Down",TRUE
"Hus1","ENSMUSG00000020413",-0.216918680123447,0.984533088831823,"ENSMUSG00000020413",-0.1,"Down","Down",TRUE
"Huwe1","ENSMUSG00000025261",-0.07199947954024,0.950916624723889,"ENSMUSG00000025261",-0.1,"Down","Down",TRUE
"Hyal2","ENSMUSG00000010047",0.378640386741059,0.77261997898303,"ENSMUSG00000010047",0.3,"Up","Up",TRUE
"Hykk","ENSMUSG00000035878",-0.534499711350111,0.916425489906891,"ENSMUSG00000035878",-0.3,"Down","Down",TRUE
"Hyls1","ENSMUSG00000050555",0.0851951884134322,0.990927705856042,"ENSMUSG00000050555",0.1,"Up","Up",TRUE
"Iah1","ENSMUSG00000062054",-0.534777682283043,0.827564876991579,"ENSMUSG00000062054",-0.5,"Down","Down",TRUE
"Iars","ENSMUSG00000037851",0.05252002448484,0.990447385095158,"ENSMUSG00000037851",0.1,"Up","Up",TRUE
"Iba57","ENSMUSG00000049287",-0.715582912454022,0.83229123871687,"ENSMUSG00000049287",-0.4,"Down","Down",TRUE
"Ibsp","ENSMUSG00000029306",0.999675972198084,0.971108796644868,"ENSMUSG00000029306",0.7,"Up","Up",TRUE
"Ibtk","ENSMUSG00000035941",0.224199529113059,0.796528086847774,"ENSMUSG00000035941",0.2,"Up","Up",TRUE
"Ica1","ENSMUSG00000062995",0.393184532368555,0.936175834178223,"ENSMUSG00000062995",0.2,"Up","Up",TRUE
"Icam1","ENSMUSG00000037405",2.19938597882219,0.246520317962222,"ENSMUSG00000037405",1,"Up","Up",TRUE
"Ice1","ENSMUSG00000034525",-0.244315685173363,0.949853071923383,"ENSMUSG00000034525",-0.3,"Down","Down",TRUE
"Ice2","ENSMUSG00000032235",0.17126707673891,0.947909665227538,"ENSMUSG00000032235",0.2,"Up","Up",TRUE
"Icmt","ENSMUSG00000039662",0.24541358761407,0.837611775214489,"ENSMUSG00000039662",0.2,"Up","Up",TRUE
"Id1","ENSMUSG00000042745",-0.530846591355083,0.78502745252872,"ENSMUSG00000042745",-0.4,"Down","Down",TRUE
"Id2","ENSMUSG00000020644",-0.54433958085299,0.87458797758825,"ENSMUSG00000020644",-0.5,"Down","Down",TRUE
"Id3","ENSMUSG00000007872",-0.475403041528784,0.837611775214489,"ENSMUSG00000007872",-0.4,"Down","Down",TRUE
"Ide","ENSMUSG00000056999",-0.0955870315964962,0.971108796644868,"ENSMUSG00000056999",-0.1,"Down","Down",TRUE
"Idh1","ENSMUSG00000025950",0.581650401451023,0.143181982896982,"ENSMUSG00000025950",0.6,"Up","Up",TRUE
"Idh2","ENSMUSG00000030541",-0.335675852547349,0.932176639455014,"ENSMUSG00000030541",-0.3,"Down","Down",TRUE
"Idh3a","ENSMUSG00000032279",-0.187886417187892,0.923177074371517,"ENSMUSG00000032279",-0.2,"Down","Down",TRUE
"Idh3b","ENSMUSG00000027406",-0.186021634513069,0.898809480670122,"ENSMUSG00000027406",-0.2,"Down","Down",TRUE
"Idi1","ENSMUSG00000058258",0.420635959971816,0.833130106213897,"ENSMUSG00000058258",0.4,"Up","Up",TRUE
"Idnk","ENSMUSG00000050002",-0.52025920966368,0.807629585795022,"ENSMUSG00000050002",-0.5,"Down","Down",TRUE
"Ido1","ENSMUSG00000031551",-2.76471426226088,0.00172505304128609,"ENSMUSG00000031551",-2.1,"Down","Down",TRUE
"Ids","ENSMUSG00000035847",0.0718021325977412,0.980388620275529,"ENSMUSG00000035847",0.1,"Up","Up",TRUE
"Idua","ENSMUSG00000033540",-1.0820660517192,0.450828377445069,"ENSMUSG00000033540",-0.8,"Down","Down",TRUE
"Ier2","ENSMUSG00000053560",1.00917394902041,0.320433044459451,"ENSMUSG00000053560",0.8,"Up","Up",TRUE
"Ier3","ENSMUSG00000003541",1.6674420533549,0.0645294198943536,"ENSMUSG00000003541",1.3,"Up","Up",TRUE
"Ier3ip1","ENSMUSG00000090000",0.179712348834675,0.947909665227538,"ENSMUSG00000090000",0.1,"Up","Up",TRUE
"Ier5","ENSMUSG00000056708",-0.110598533170639,0.970742755289823,"ENSMUSG00000056708",-0.1,"Down","Down",TRUE
"Ifi203","ENSMUSG00000039997",0.186259514513017,0.980721363385583,"ENSMUSG00000039997",0.1,"Up","Up",TRUE
"Ifi27","ENSMUSG00000064215",0.0299838511456812,0.9936526729113,"ENSMUSG00000064215",0.1,"Up","Up",TRUE
"Ifi27l2b","ENSMUSG00000021208",0.206336333453076,0.947409816990606,"ENSMUSG00000021208",0.3,"Up","Up",TRUE
"Ifi30","ENSMUSG00000031838",-0.263523349623686,0.947100067052766,"ENSMUSG00000031838",-0.3,"Down","Down",TRUE
"Ifi35","ENSMUSG00000010358",-0.505681178971723,0.89653248521649,"ENSMUSG00000010358",-0.5,"Down","Down",TRUE
"Ifi44","ENSMUSG00000028037",-0.385203605333614,0.91878202174401,"ENSMUSG00000028037",-0.3,"Down","Down",TRUE
"Ifi47","ENSMUSG00000078920",-1.76915002348965,0.0214467216429406,"ENSMUSG00000078920",-1.4,"Down","Down",TRUE
"Ifih1","ENSMUSG00000026896",-0.570195152242781,0.439477927109989,"ENSMUSG00000026896",-0.6,"Down","Down",TRUE
"Ifit1","ENSMUSG00000034459",-0.64119308537044,0.867010477053386,"ENSMUSG00000034459",-0.4,"Down","Down",TRUE
"Ifit1bl2","ENSMUSG00000067297",-0.604042003098279,0.723945839839844,"ENSMUSG00000067297",-0.4,"Down","Down",TRUE
"Ifit2","ENSMUSG00000045932",-0.07869254766072,0.9936526729113,"ENSMUSG00000045932",-0.1,"Down","Down",TRUE
"Ifit3b","ENSMUSG00000062488",0.532174778790505,0.923319877356822,"ENSMUSG00000062488",0.2,"Up","Up",TRUE
"Ifitm3","ENSMUSG00000025492",0.592229456069598,0.832022470285638,"ENSMUSG00000025492",0.4,"Up","Up",TRUE
"Ifnar1","ENSMUSG00000022967",-0.22598336692627,0.850681307509702,"ENSMUSG00000022967",-0.2,"Down","Down",TRUE
"Ifnar2","ENSMUSG00000022971",1.10317672069582,0.713248553207826,"ENSMUSG00000022971",0.6,"Up","Up",TRUE
"Ifngr1","ENSMUSG00000020009",-0.194825898844037,0.897037833966602,"ENSMUSG00000020009",-0.2,"Down","Down",TRUE
"Ifngr2","ENSMUSG00000022965",-0.18145811655847,0.854491549435215,"ENSMUSG00000022965",-0.2,"Down","Down",TRUE
"Ifnlr1","ENSMUSG00000062157",0.64859914507048,0.373975489529313,"ENSMUSG00000062157",0.6,"Up","Up",TRUE
"Ifrd1","ENSMUSG00000001627",0.781001328527183,0.349573393431762,"ENSMUSG00000001627",0.8,"Up","Up",TRUE
"Ifrd2","ENSMUSG00000010048",0.331164681855016,0.939623912738911,"ENSMUSG00000010048",0.3,"Up","Up",TRUE
"Ift140","ENSMUSG00000024169",0.35684230600654,0.900613547833964,"ENSMUSG00000024169",0.3,"Up","Up",TRUE
"Ift172","ENSMUSG00000038564",-0.876312218902043,0.447430866252072,"ENSMUSG00000038564",-0.7,"Down","Down",TRUE
"Ift20","ENSMUSG00000001105",0.417725056765741,0.840930186293845,"ENSMUSG00000001105",0.3,"Up","Up",TRUE
"Ift22","ENSMUSG00000007987",-0.199607870335352,0.980388620275529,"ENSMUSG00000007987",-0.1,"Down","Down",TRUE
"Ift43","ENSMUSG00000007867",-0.165909961003984,0.983250612838098,"ENSMUSG00000007867",-0.1,"Down","Down",TRUE
"Ift46","ENSMUSG00000002031",0.678573543895954,0.646918948540237,"ENSMUSG00000002031",0.6,"Up","Up",TRUE
"Ift52","ENSMUSG00000017858",-0.226653772573791,0.91878202174401,"ENSMUSG00000017858",-0.2,"Down","Down",TRUE
"Ift74","ENSMUSG00000028576",0.10422523382714,0.990447385095158,"ENSMUSG00000028576",0.1,"Up","Up",TRUE
"Ift80","ENSMUSG00000027778",-0.319309049242121,0.978902051644981,"ENSMUSG00000027778",-0.2,"Down","Down",TRUE
"Igdcc4","ENSMUSG00000032816",-0.502814846013027,0.91044972221446,"ENSMUSG00000032816",-0.3,"Down","Down",TRUE
"Igf1","ENSMUSG00000020053",1.94218791576693,0.0725653529784248,"ENSMUSG00000020053",1.3,"Up","Up",TRUE
"Igf1r","ENSMUSG00000005533",-0.205906622308182,0.925125906111142,"ENSMUSG00000005533",-0.2,"Down","Down",TRUE
"Igf2bp1","ENSMUSG00000013415",0.323006936520772,0.949868787844399,"ENSMUSG00000013415",0.2,"Up","Up",TRUE
"Igf2bp2","ENSMUSG00000033581",-0.410736403722285,0.696719558094052,"ENSMUSG00000033581",-0.4,"Down","Down",TRUE
"Igfbp3","ENSMUSG00000020427",1.8326591644866,0.028004047952196,"ENSMUSG00000020427",1.4,"Up","Up",TRUE
"Igfbp4","ENSMUSG00000017493",1.80612700995046,4.54051801628232e-05,"ENSMUSG00000017493",1.5,"Up","Up",TRUE
"Igfbp5","ENSMUSG00000026185",1.78347732948714,0.29885770630992,"ENSMUSG00000026185",1.6,"Up","Up",TRUE
"Igfbp7","ENSMUSG00000036256",1.68496492404475,0.0216846271319586,"ENSMUSG00000036256",1.4,"Up","Up",TRUE
"Igha","ENSMUSG00000095079",-0.139759373505024,0.950792118120428,"ENSMUSG00000095079",-0.2,"Down","Down",TRUE
"Ighg2b","ENSMUSG00000076613",-3.26578459794945,0.0216846271319586,"ENSMUSG00000076613",-1.4,"Down","Down",TRUE
"Ighg2c","ENSMUSG00000076612",-0.531037844488431,0.933114960211569,"ENSMUSG00000076612",-0.4,"Down","Down",TRUE
"Ighmbp2","ENSMUSG00000024831",0.371042091812373,0.942673041569402,"ENSMUSG00000024831",0.2,"Up","Up",TRUE
"Igkc","ENSMUSG00000076609",-0.873401489362955,0.571922478427552,"ENSMUSG00000076609",-0.9,"Down","Down",TRUE
"Igsf10","ENSMUSG00000036334",-0.482944487042755,0.947909665227538,"ENSMUSG00000036334",-0.3,"Down","Down",TRUE
"Igsf23","ENSMUSG00000040498",1.17323179405507,0.0363735368195759,"ENSMUSG00000040498",1.1,"Up","Up",TRUE
"Igsf3","ENSMUSG00000042035",-0.437123435931334,0.661199426606738,"ENSMUSG00000042035",-0.4,"Down","Down",TRUE
"Igsf5","ENSMUSG00000000159",0.0991081997121983,0.978902051644981,"ENSMUSG00000000159",0.1,"Up","Up",TRUE
"Igsf8","ENSMUSG00000038034",0.928717776210123,0.443441845984729,"ENSMUSG00000038034",0.7,"Up","Up",TRUE
"Igsf9","ENSMUSG00000037995",-0.0720682907114176,0.972048450761296,"ENSMUSG00000037995",-0.1,"Down","Down",TRUE
"Igsf9b","ENSMUSG00000034275",-0.599821873344354,0.396536487515261,"ENSMUSG00000034275",-0.5,"Down","Down",TRUE
"Igtp","ENSMUSG00000078853",-1.35831026816863,0.412271217971073,"ENSMUSG00000078853",-1.1,"Down","Down",TRUE
"Ihh","ENSMUSG00000006538",-0.903631202902452,0.189964560341504,"ENSMUSG00000006538",-0.8,"Down","Down",TRUE
"Iigp1","ENSMUSG00000054072",-2.23556238105295,0.479207615913589,"ENSMUSG00000054072",-1.7,"Down","Down",TRUE
